source_type,platform,task_id,script_id,guardian_id,utm_content,metric,category,collection_status,source_url,primary_source,required_proof,zero_allowed,decision_gate,writeback_target,blocked_by
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,views,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,likes,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,comments,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,shares,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,profile_clicks,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,site_clicks,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,quiz_starts,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,quiz_completions,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,guardian_result_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: guardian_resume_primary, guardian_resume_profile, home_resume_guardian, guide_resume_guardian, guardian_map_card",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,resources_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: quiz_result_supply_route, home_resume_supply_route, guardian_hero_supply_route, supply_quick_route, supply_entry_routes, home_saved_pack_link, supply_pack_link",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,repair_plan_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: quiz_result_repair_plan, home_resume_repair_plan, repair_resume_plan, practice_card_repair_plan",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,luna_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: quiz_result_luna, home_resume_luna, guardian_resume_luna, luna_offer_resources, luna_use_case_action, home_saved_pack_luna, supply_pack_luna",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,keepsake_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: quiz_result_keepsake, home_resume_keepsake, keepsake_resume_story_open, practice_card_supply_route",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,free_keepsake_downloads,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: free_keepsake_download, collector_story_download, keepsake_resume_story_download, practice_card_print, home_saved_pack_free_keepsake, supply_pack_free_keepsake",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,supply_lead_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,luna_pack_clicks,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,affiliate_book_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,"Website event catalog: supply_route_affiliate_book, quiz_result_affiliate_book, repair_guardian_affiliate_book, repair_resume_affiliate_book",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,claire_ask_help,contact_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,views,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,likes,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,comments,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,shares,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,profile_clicks,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,site_clicks,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,quiz_starts,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,quiz_completions,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,guardian_result_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: guardian_resume_primary, guardian_resume_profile, home_resume_guardian, guide_resume_guardian, guardian_map_card",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,resources_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: quiz_result_supply_route, home_resume_supply_route, guardian_hero_supply_route, supply_quick_route, supply_entry_routes, home_saved_pack_link, supply_pack_link",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,repair_plan_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: quiz_result_repair_plan, home_resume_repair_plan, repair_resume_plan, practice_card_repair_plan",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,luna_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: quiz_result_luna, home_resume_luna, guardian_resume_luna, luna_offer_resources, luna_use_case_action, home_saved_pack_luna, supply_pack_luna",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,keepsake_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: quiz_result_keepsake, home_resume_keepsake, keepsake_resume_story_open, practice_card_supply_route",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,free_keepsake_downloads,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: free_keepsake_download, collector_story_download, keepsake_resume_story_download, practice_card_print, home_saved_pack_free_keepsake, supply_pack_free_keepsake",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,supply_lead_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,luna_pack_clicks,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,affiliate_book_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,"Website event catalog: supply_route_affiliate_book, quiz_result_affiliate_book, repair_guardian_affiliate_book, repair_resume_affiliate_book",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,claire_promises,contact_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,views,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,likes,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,comments,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,shares,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,profile_clicks,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
