platform,task_id,script_id,guardian_id,phase,check_id,check_label,expected_value,profile_link,tracked_url,utm_content,operator_status,evidence_note
tiktok,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,post_link_points_to_start,Post tracked URL points to /start/,First-batch caption/tracked URL sends people to the quiz start route.,https://lovetypes.tw/start/?utm_source=tiktok&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=tiktok_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence
tiktok,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,post_utm_content_preserved,Post UTM content is preserved,All three platform posts for this first-batch script keep the planned utm_content.,https://lovetypes.tw/start/?utm_source=tiktok&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=tiktok_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,iris_silence
tiktok,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,primary_cta_is_quiz,Primary CTA stays quiz-first,Primary CTA asks users to complete the 15-question quiz and find their guardian.,https://lovetypes.tw/start/?utm_source=tiktok&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=tiktok_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,完成 15 題測驗，找到你的情感守護者
tiktok,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,no_commerce_first_cta,No commerce first CTA,"Caption does not make Luna, affiliate books, or paid products the first action.",https://lovetypes.tw/start/?utm_source=tiktok&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=tiktok_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,first caption block checked
tiktok,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,guardian_consistent,Guardian route is consistent,First-batch post keeps the same guardian/script identity across platforms.,https://lovetypes.tw/start/?utm_source=tiktok&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=tiktok_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,iris/lt-s01-iris-silence
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,profile_setup,profile_link_points_to_start,Profile link points to /start/,Bio/profile link uses https://lovetypes.tw/start/ with first-round profile UTM.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,profile_setup,profile_utm_is_platform_specific,Profile UTM is platform-specific,Profile link uses utm_source for the platform and utm_medium=social_profile.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,profile_setup,profile_status_configured,Profile status is set/live,Operator has set the live platform profile link before publishing.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,pending_operator,instagram_reels status=planned
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,post_link_points_to_start,Post tracked URL points to /start/,First-batch caption/tracked URL sends people to the quiz start route.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,post_utm_content_preserved,Post UTM content is preserved,All three platform posts for this first-batch script keep the planned utm_content.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,iris_silence
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,primary_cta_is_quiz,Primary CTA stays quiz-first,Primary CTA asks users to complete the 15-question quiz and find their guardian.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,完成 15 題測驗，找到你的情感守護者
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,no_commerce_first_cta,No commerce first CTA,"Caption does not make Luna, affiliate books, or paid products the first action.",https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,first caption block checked
instagram_reels,publish-lt-s01-iris-silence,lt-s01-iris-silence,iris,pre_publish,guardian_consistent,Guardian route is consistent,First-batch post keeps the same guardian/script identity across platforms.,https://lovetypes.tw/start/?utm_source=instagram&utm_medium=social_profile&utm_campaign=first_round_quiz_completion&utm_content=instagram_reels_bio,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=iris_silence,iris_silence,complete,iris/lt-s01-iris-silence
