week,slot,platform,status,scheduled_date,scheduled_time,timezone,published_date,post_url,task_id,script_id,guardian_id,guardian_name,content_angle,title,utm_content,tracked_url,views,likes,comments,shares,profile_clicks,site_clicks,quiz_starts,quiz_completions,guardian_result_clicks,resources_clicks,repair_plan_clicks,luna_clicks,keepsake_clicks,free_keepsake_downloads,supply_lead_requests,luna_pack_clicks,affiliate_book_clicks,contact_requests,notes
3,2,tiktok,planned,2026-07-01,21:00,Asia/Taipei,,,publish-lt-s08-vivian-forgotten-date,lt-s08-vivian-forgotten-date,vivian,薇薇安,守護者人格認同,重要日子被忘記，你最痛的是哪裡？,vivian_forgotten_date,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=vivian_forgotten_date,,,,,,,,,,,,,,,,,,,節日/紀念日題材可配合日期
3,2,instagram_reels,planned,2026-07-01,21:30,Asia/Taipei,,,publish-lt-s08-vivian-forgotten-date,lt-s08-vivian-forgotten-date,vivian,薇薇安,守護者人格認同,重要日子被忘記，你最痛的是哪裡？,vivian_forgotten_date,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=vivian_forgotten_date,,,,,,,,,,,,,,,,,,,節日/紀念日題材可配合日期
3,3,youtube_shorts,planned,2026-07-03,20:30,Asia/Taipei,,,publish-lt-s09-vivian-ritual,lt-s09-vivian-ritual,vivian,薇薇安,測驗入口,你的戀愛儀式感是哪一種？,vivian_ritual,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=vivian_ritual,,,,,,,,,,,,,,,,,,,引導留言心意收藏
3,3,tiktok,planned,2026-07-03,21:00,Asia/Taipei,,,publish-lt-s09-vivian-ritual,lt-s09-vivian-ritual,vivian,薇薇安,測驗入口,你的戀愛儀式感是哪一種？,vivian_ritual,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=vivian_ritual,,,,,,,,,,,,,,,,,,,引導留言心意收藏
3,3,instagram_reels,planned,2026-07-03,21:30,Asia/Taipei,,,publish-lt-s09-vivian-ritual,lt-s09-vivian-ritual,vivian,薇薇安,測驗入口,你的戀愛儀式感是哪一種？,vivian_ritual,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=vivian_ritual,,,,,,,,,,,,,,,,,,,引導留言心意收藏
4,1,youtube_shorts,planned,2026-07-06,20:30,Asia/Taipei,,,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,克萊兒,情感錯頻情境,你不是愛計較，你只是太久沒人主動幫你,claire_tired,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,,,,,,,,,,,,,,,,,,,照顧者疲憊痛點
4,1,tiktok,planned,2026-07-06,21:00,Asia/Taipei,,,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,克萊兒,情感錯頻情境,你不是愛計較，你只是太久沒人主動幫你,claire_tired,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,,,,,,,,,,,,,,,,,,,照顧者疲憊痛點
4,1,instagram_reels,planned,2026-07-06,21:30,Asia/Taipei,,,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,克萊兒,情感錯頻情境,你不是愛計較，你只是太久沒人主動幫你,claire_tired,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,,,,,,,,,,,,,,,,,,,照顧者疲憊痛點
4,2,youtube_shorts,planned,2026-07-08,20:30,Asia/Taipei,,,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,克萊兒,守護者人格認同,他說會改，卻一直沒有行動,claire_promises,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,,,,,,,,,,,,,,,,,,,承諾落空題材
4,2,tiktok,planned,2026-07-08,21:00,Asia/Taipei,,,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,克萊兒,守護者人格認同,他說會改，卻一直沒有行動,claire_promises,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,,,,,,,,,,,,,,,,,,,承諾落空題材
4,2,instagram_reels,planned,2026-07-08,21:30,Asia/Taipei,,,publish-lt-s11-claire-promises,lt-s11-claire-promises,claire,克萊兒,守護者人格認同,他說會改，卻一直沒有行動,claire_promises,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_promises,,,,,,,,,,,,,,,,,,,承諾落空題材
4,3,youtube_shorts,planned,2026-07-10,20:30,Asia/Taipei,,,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,克萊兒,測驗入口,你是不是很不習慣開口求助？,claire_ask_help,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,,,,,,,,,,,,,,,,,,,過度懂事/求助困難
4,3,tiktok,planned,2026-07-10,21:00,Asia/Taipei,,,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,克萊兒,測驗入口,你是不是很不習慣開口求助？,claire_ask_help,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,,,,,,,,,,,,,,,,,,,過度懂事/求助困難
4,3,instagram_reels,planned,2026-07-10,21:30,Asia/Taipei,,,publish-lt-s12-claire-ask-help,lt-s12-claire-ask-help,claire,克萊兒,測驗入口,你是不是很不習慣開口求助？,claire_ask_help,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_ask_help,,,,,,,,,,,,,,,,,,,過度懂事/求助困難
5,1,youtube_shorts,planned,2026-07-13,20:30,Asia/Taipei,,,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,朵拉,情感錯頻情境,你不是太黏，你只是用身體最先感覺到距離,dora_distance,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,,,,,,,,,,,,,,,,,,,距離與擁抱需求
5,1,tiktok,planned,2026-07-13,21:00,Asia/Taipei,,,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,朵拉,情感錯頻情境,你不是太黏，你只是用身體最先感覺到距離,dora_distance,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,,,,,,,,,,,,,,,,,,,距離與擁抱需求
5,1,instagram_reels,planned,2026-07-13,21:30,Asia/Taipei,,,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,朵拉,情感錯頻情境,你不是太黏，你只是用身體最先感覺到距離,dora_distance,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,,,,,,,,,,,,,,,,,,,距離與擁抱需求
5,2,youtube_shorts,planned,2026-07-15,20:30,Asia/Taipei,,,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,朵拉,守護者人格認同,真正溫柔的靠近，會先問你願不願意,dora_consent,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,,,,,,,,,,,,,,,,,,,強化同意與界線
5,2,tiktok,planned,2026-07-15,21:00,Asia/Taipei,,,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,朵拉,守護者人格認同,真正溫柔的靠近，會先問你願不願意,dora_consent,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,,,,,,,,,,,,,,,,,,,強化同意與界線
5,2,instagram_reels,planned,2026-07-15,21:30,Asia/Taipei,,,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,朵拉,守護者人格認同,真正溫柔的靠近，會先問你願不願意,dora_consent,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,,,,,,,,,,,,,,,,,,,強化同意與界線
5,3,youtube_shorts,planned,2026-07-17,20:30,Asia/Taipei,,,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,朵拉,測驗入口,吵架後，你需要多久才能重新靠近？,dora_after_conflict,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,,,,,,,,,,,,,,,,,,,衝突後冷卻與重新靠近
5,3,tiktok,planned,2026-07-17,21:00,Asia/Taipei,,,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,朵拉,測驗入口,吵架後，你需要多久才能重新靠近？,dora_after_conflict,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,,,,,,,,,,,,,,,,,,,衝突後冷卻與重新靠近
5,3,instagram_reels,planned,2026-07-17,21:30,Asia/Taipei,,,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,朵拉,測驗入口,吵架後，你需要多久才能重新靠近？,dora_after_conflict,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,,,,,,,,,,,,,,,,,,,衝突後冷卻與重新靠近
